ID,Marital_Status,Income,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,,,,,,,,,,,,,,,,,,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
5527,Together,"$22,434.00",02-13-2013,4,12,11,3,13,15,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5529,Together,"$64,014.00",10-06-2014,406,0,30,0,0,8,8,,,,,,,,,,,,,,,,,,5,0,0,0,1,0
5534,Married,"$47,808.00",10-20-2013,123,1,26,2,0,72,3,,,,,,,,,,,,,,,,,,3,1,0,0,0,0
5536,Together,"$87,771.00",05-22-2013,1492,38,287,50,57,33,5,,,,,,,,,,,,,,,,,,4,0,1,1,1,1
5538,Divorced,"$83,829.00",08-10-2013,897,161,430,186,161,27,4,,,,,,,,,,,,,,,,,,6,1,0,1,1,0
5543,Together,"$57,811.00",06-24-2013,545,7,114,37,21,78,7,,,,,,,,,,,,,,,,,,11,0,1,0,0,0
5544,Single,"$67,384.00",10-11-2012,957,40,175,158,53,107,7,,,,,,,,,,,,,,,,,,5,0,1,0,0,0
5545,Married,"$78,075.00",05-04-2014,572,8,259,34,35,80,3,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5547,Married,"$84,169.00",07-08-2013,1478,19,403,0,19,0,7,,,,,,,,,,,,,,,,,,6,0,1,1,0,0
5552,Divorced,"$48,721.00",05-13-2013,81,18,113,47,13,21,4,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5555,Divorced,"$153,924.00",07-02-2014,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
5558,Single,"$90,933.00",03-31-2014,1020,31,430,62,63,79,4,,,,,,,,,,,,,,,,,,4,0,0,1,0,0
5562,Married,"$60,093.00",06-26-2013,502,12,109,16,6,90,7,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
5564,Together,"$62,882.00",09-08-2012,509,133,497,78,24,97,7,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
5577,Together,"$43,776.00",03-05-2014,8,0,9,2,1,3,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
5585,Single,"$21,359.00",04-20-2013,12,2,17,6,1,10,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5589,Divorced,"$51,983.00",08-31-2012,631,0,115,10,7,30,9,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
5596,Together,"$58,821.00",12-10-2013,513,14,154,19,0,28,9,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
5602,Together,"$66,973.00",05-17-2013,466,22,432,147,113,102,8,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
5610,Together,"$33,456.00",04-21-2014,7,3,10,8,1,7,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5621,Married,"$48,752.00",12-12-2012,73,57,100,71,15,0,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5623,Married,"$31,535.00",09-26-2013,15,4,13,0,0,19,1,,,,,,,,,,,,,,,,,,2,1,0,0,0,0
5626,Single,"$61,798.00",11-23-2013,338,4,89,11,8,13,4,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
5628,Together,"$61,416.00",08-02-2013,848,154,323,201,61,78,10,,,,,,,,,,,,,,,,,,10,1,0,0,0,0
5631,Single,"$49,767.00",02-05-2013,202,47,197,55,42,149,5,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
5633,Married,"$50,183.00",06-25-2014,97,12,84,13,10,15,3,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
5636,Single,"$30,983.00",09-11-2012,51,4,50,12,1,49,4,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5642,Together,"$62,499.00",09-12-2013,140,4,61,0,13,4,3,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
5644,Together,"$42,213.00",12-10-2013,309,3,24,4,3,20,5,,,,,,,,,,,,,,,,,,7,0,1,0,0,0
5654,Married,"$36,026.00",03-16-2014,20,4,10,6,4,17,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5667,Married,"$60,896.00",11-10-2012,1013,30,399,60,46,153,9,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5675,Divorced,"$50,611.00",04-10-2012,459,0,24,6,0,4,4,,,,,,,,,,,,,,,,,,7,0,1,0,0,0
5680,Married,"$35,684.00",04-22-2014,10,4,7,0,6,3,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5682,Single,"$64,108.00",03-23-2013,948,10,86,13,21,21,6,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
5684,Divorced,"$44,635.00",11-10-2013,56,0,9,0,0,3,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5687,Divorced,"$81,702.00",09-23-2012,563,50,774,28,31,187,7,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
5692,Married,"$25,443.00",12-22-2012,1,4,3,8,9,7,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5710,Together,"$40,548.00",10-10-2012,110,0,5,2,0,3,2,,,,,,,,,,,,,,,,,,4,0,1,0,0,0
5718,Married,"$80,763.00",08-15-2013,674,168,108,192,42,231,5,,,,,,,,,,,,,,,,,,6,0,0,1,1,0
5721,Married,"$84,117.00",11-05-2014,611,76,749,59,45,26,7,,,,,,,,,,,,,,,,,,6,0,0,1,0,0
5723,Together,"$49,187.00",11-01-2014,81,1,31,2,1,0,1,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5726,Single,"$31,788.00",03-20-2014,16,7,23,0,8,6,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5731,Married,"$27,100.00",05-04-2013,12,0,13,2,0,10,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5734,Married,"$61,917.00",11-20-2013,46,4,36,2,2,1,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5735,Single,"$90,638.00",02-13-2014,1156,120,915,94,144,96,3,,,,,,,,,,,,,,,,,,10,0,0,1,0,0
5740,Divorced,"$25,959.00",02-14-2013,4,2,12,7,5,26,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
5748,Married,"$59,754.00",01-12-2012,115,27,44,4,146,139,5,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
5751,Divorced,"$31,163.00",02-13-2014,2,3,10,11,2,10,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5756,Together,"$39,453.00",03-04-2014,46,0,7,0,0,2,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5758,Married,"$65,169.00",01-14-2014,1074,0,69,0,0,46,10,,,,,,,,,,,,,,,,,,13,1,0,1,1,1
5763,Together,"$49,854.00",10-11-2013,123,17,171,39,0,30,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5782,Together,"$58,582.00",09-28-2013,402,35,106,101,77,42,9,,,,,,,,,,,,,,,,,,9,0,1,0,0,0
5788,Together,"$46,053.00",02-17-2013,56,10,92,19,7,25,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5790,Married,"$31,158.00",01-27-2013,25,6,16,20,0,5,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5794,Married,"$46,374.00",03-17-2014,408,0,21,0,0,17,7,,,,,,,,,,,,,,,,,,7,0,1,0,1,0
5796,Married,"$77,437.00",11-26-2013,560,21,442,29,44,29,4,,,,,,,,,,,,,,,,,,13,0,0,1,0,0
5798,Together,$0.00,11-23-2013,445,37,359,98,28,18,2,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
5802,Married,"$14,188.00",02-28-2013,2,7,11,16,12,27,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5823,Single,"$32,303.00",08-03-2014,35,0,2,0,0,2,1,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5824,Together,"$34,578.00",11-04-2014,7,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
5827,Divorced,"$35,246.00",04-16-2014,36,0,12,2,2,10,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5830,Single,"$86,857.00",12-09-2012,899,102,838,133,102,40,5,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
5831,Married,"$77,870.00",08-22-2012,1017,50,500,65,50,133,5,,,,,,,,,,,,,,,,,,5,0,1,0,1,0
5832,Together,"$92,556.00",04-20-2014,493,183,352,184,23,28,3,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
5835,Divorced,"$14,849.00",02-07-2013,21,2,28,3,2,9,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5837,Married,"$51,479.00",12-28-2012,247,8,160,6,8,65,6,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
5841,Together,"$60,894.00",06-28-2013,606,7,155,10,0,54,10,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
5846,Divorced,"$40,246.00",12-19-2012,2,1,6,2,1,1,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
5847,Divorced,"$69,901.00",05-29-2013,312,21,206,102,92,149,7,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
5848,Together,"$81,205.00",01-13-2014,724,74,929,97,55,130,5,,,,,,,,,,,,,,,,,,7,1,0,1,0,1
5863,Married,"$47,703.00",05-29-2013,359,0,134,13,26,123,6,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
5866,Together,"$48,186.00",03-20-2014,97,3,66,12,7,34,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5868,Married,"$19,107.00",08-22-2013,2,4,9,10,5,16,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5871,Together,"$24,401.00",08-31-2012,73,28,217,10,24,115,6,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
5872,Single,"$60,689.00",01-06-2013,240,90,216,63,6,24,4,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
5883,Married,"$77,981.00",05-26-2013,138,120,204,16,126,60,7,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
5885,Married,"$35,688.00",08-22-2012,73,3,90,12,1,32,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5892,Married,"$34,968.00",10-04-2013,158,6,45,8,2,2,3,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5896,Married,"$73,395.00",03-18-2014,272,7,80,20,7,11,4,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
5899,Together,"$5,648.00",03-13-2014,28,0,6,1,1,13,1,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
5907,Married,"$33,444.00",03-11-2012,8,0,8,0,0,2,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
5909,Married,"$58,512.00",09-19-2013,895,10,101,13,0,152,3,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
5922,Married,"$40,344.00",10-13-2013,210,0,6,0,0,2,4,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5929,Married,"$37,401.00",06-05-2014,19,3,19,3,1,3,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5935,Single,"$55,284.00",12-24-2012,547,7,140,0,7,63,7,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
5939,Together,"$38,232.00",01-17-2014,43,5,28,7,6,33,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5948,Single,"$57,338.00",04-29-2014,143,6,52,11,8,17,4,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5954,Divorced,"$42,618.00",09-10-2013,76,14,74,13,5,10,5,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5955,Together,"$72,025.00",11-17-2012,833,33,549,151,133,233,4,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
5956,Divorced,"$45,072.00",10-16-2013,144,2,99,7,2,30,6,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5959,Single,"$35,893.00",10-15-2012,158,0,23,0,0,18,3,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
5961,Married,"$42,693.00",07-06-2014,8,4,20,6,3,16,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5966,Married,"$45,207.00",10-11-2012,203,0,10,0,0,2,3,,,,,,,,,,,,,,,,,,6,0,1,0,0,0
5967,Together,"$33,402.00",07-18-2013,26,2,19,10,5,8,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5975,Single,"$40,304.00",09-30-2013,37,0,17,0,0,3,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
5985,Single,"$33,168.00",10-13-2012,80,1,37,0,1,3,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5987,Together,"$10,404.00",04-05-2014,2,2,11,10,6,12,1,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5989,Divorced,"$78,353.00",04-16-2013,752,122,476,39,153,34,10,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
5991,Married,"$48,150.00",08-06-2013,173,2,39,3,2,47,5,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
5995,Divorced,"$39,552.00",12-18-2012,165,3,147,4,24,41,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
6001,Married,"$56,775.00",02-01-2013,614,35,160,58,35,35,5,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
6019,Married,"$37,126.00",03-30-2014,45,3,9,4,4,7,1,,,,,,,,,,,,,,,,,,2,1,0,0,0,0
6024,Together,"$94,384.00",04-03-2013,1111,24,790,160,45,172,5,,,,,,,,,,,,,,,,,,5,0,1,1,1,0
6036,Together,"$89,120.00",03-17-2014,1168,92,408,72,129,55,5,,,,,,,,,,,,,,,,,,7,0,0,1,0,0
6049,Together,"$73,450.00",05-12-2013,1142,51,415,90,69,37,7,,,,,,,,,,,,,,,,,,11,1,0,0,1,0
6050,Married,"$57,036.00",11-12-2012,1171,43,219,19,14,47,6,,,,,,,,,,,,,,,,,,13,1,0,0,0,0
6055,Married,"$71,626.00",01-11-2012,546,72,376,94,145,72,5,,,,,,,,,,,,,,,,,,8,0,1,0,0,0
6059,Together,"$64,504.00",04-03-2013,986,36,168,16,0,108,11,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6071,Single,"$81,217.00",07-19-2013,493,70,324,146,40,84,3,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
6072,Single,"$75,345.00",02-02-2013,918,57,842,99,38,133,5,,,,,,,,,,,,,,,,,,6,0,0,0,1,0
6086,Married,"$80,395.00",11-23-2013,445,25,706,80,76,48,6,,,,,,,,,,,,,,,,,,12,0,0,0,1,0
6097,Single,"$50,664.00",01-16-2013,313,8,104,6,4,126,8,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
6103,Married,"$42,192.00",06-09-2013,40,15,15,17,6,7,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6116,Married,"$48,985.00",05-07-2013,19,13,18,10,7,8,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6119,Single,"$36,736.00",10-05-2013,10,0,3,0,0,4,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6131,Married,"$70,829.00",01-12-2013,141,70,106,72,19,23,4,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6141,Single,"$49,494.00",04-25-2013,191,9,97,0,6,82,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
6142,Married,"$65,073.00",08-20-2013,629,17,177,69,0,8,5,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
6147,Divorced,"$25,818.00",10-18-2012,5,2,8,2,2,9,0,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6168,Divorced,"$45,146.00",07-15-2013,33,0,5,0,0,15,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6173,Together,"$77,298.00",02-11-2013,425,115,292,23,35,79,6,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
6177,Married,"$33,454.00",08-05-2013,76,10,56,3,1,23,4,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6181,Together,"$52,203.00",07-31-2012,488,21,238,56,108,28,8,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
6182,Together,"$26,646.00",10-02-2014,11,4,20,10,3,5,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6183,Married,"$58,646.00",10-06-2013,62,1,44,6,5,22,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6184,Married,"$68,462.00",12-12-2012,561,64,785,84,128,48,3,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6197,Single,"$27,238.00",04-20-2013,37,0,17,0,0,3,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6200,Married,"$75,903.00",08-04-2013,340,108,185,130,38,100,6,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
6201,Single,"$38,643.00",11-29-2013,22,2,14,0,1,10,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6202,Together,"$63,381.00",05-10-2012,571,50,142,33,50,159,4,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
6203,Together,"$74,485.00",08-24-2013,499,149,815,173,49,49,6,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
6205,Single,"$32,557.00",02-24-2014,34,3,29,0,4,10,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6211,Together,"$37,395.00",02-05-2014,18,0,9,0,1,11,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6214,Married,"$43,815.00",05-04-2013,14,10,29,4,7,15,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6215,Married,"$31,353.00",12-29-2013,10,0,10,3,1,7,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6218,Married,"$59,594.00",10-20-2012,457,4,29,0,0,9,8,,,,,,,,,,,,,,,,,,7,0,1,0,0,0
6222,Married,"$22,574.00",10-28-2013,25,0,8,2,0,2,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6230,Divorced,"$44,421.00",02-15-2013,110,5,59,7,1,7,5,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6233,Married,"$65,991.00",07-09-2012,507,19,364,25,47,9,9,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
6237,Single,"$7,144.00",07-12-2013,81,4,33,5,2,291,23,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
6245,Together,"$59,292.00",06-13-2013,378,14,68,19,14,14,3,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6246,Single,"$73,892.00",11-13-2013,703,102,601,0,58,43,3,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6248,Single,"$91,712.00",10-17-2013,1276,24,746,94,29,48,9,,,,,,,,,,,,,,,,,,11,0,0,1,0,0
6250,Widow,"$54,356.00",11-19-2012,710,15,30,20,0,0,11,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6255,Together,"$70,545.00",03-06-2014,138,39,63,55,18,21,4,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
6257,Single,"$60,482.00",01-23-2013,255,43,134,37,14,24,7,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
6260,Together,"$82,384.00",11-19-2012,984,51,432,180,120,190,3,,,,,,,,,,,,,,,,,,13,0,0,1,0,0
6261,Married,"$58,025.00",11-26-2013,270,31,88,11,48,22,3,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
6262,Single,"$72,217.00",10-04-2013,816,42,450,55,56,154,3,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6263,Together,"$35,322.00",08-22-2012,28,9,37,12,7,13,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6271,Married,"$50,870.00",06-19-2014,53,0,8,0,0,2,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6274,Married,"$83,790.00",11-15-2013,1076,16,417,42,48,16,8,,,,,,,,,,,,,,,,,,6,0,1,1,0,0
6281,Divorced,"$55,686.00",02-14-2013,673,0,199,37,47,26,6,,,,,,,,,,,,,,,,,,5,1,0,0,0,0
6283,Divorced,"$63,841.00",04-21-2013,635,15,100,20,7,131,9,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
6287,Together,"$34,728.00",07-30-2013,14,0,16,0,0,6,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6289,Together,"$59,385.00",04-28-2013,135,0,10,0,4,36,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6292,Married,"$82,333.00",03-30-2013,1311,0,359,46,89,17,4,,,,,,,,,,,,,,,,,,10,0,0,1,0,0
6295,Married,"$54,233.00",04-02-2013,652,8,158,21,0,142,11,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
6299,Divorced,"$42,564.00",02-01-2013,324,48,186,39,18,198,6,,,,,,,,,,,,,,,,,,4,1,0,0,0,0
6303,Together,"$91,820.00",11-23-2013,410,73,747,76,161,30,5,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
6310,Married,"$33,039.00",09-09-2013,30,8,12,8,8,12,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6312,Married,"$65,031.00",03-17-2013,258,107,291,84,37,86,10,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
6318,Married,"$68,487.00",01-13-2013,758,12,385,33,89,89,9,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
6320,Single,"$70,893.00",06-02-2013,768,44,561,77,44,14,6,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
6327,Together,"$65,777.00",12-19-2013,565,32,435,28,32,54,2,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
6336,Married,"$29,315.00",06-04-2014,13,2,14,8,7,4,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6340,Single,"$29,938.00",10-27-2013,3,3,7,0,2,11,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6343,Married,"$79,823.00",03-31-2014,835,73,380,114,73,43,6,,,,,,,,,,,,,,,,,,7,0,1,0,0,0
6347,Single,"$15,862.00",06-27-2013,1,1,4,11,9,10,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6349,Divorced,"$61,787.00",06-07-2013,621,73,414,78,48,85,8,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
6354,Together,"$15,345.00",08-31-2012,5,2,16,3,2,19,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6355,Married,"$44,359.00",06-17-2014,20,0,14,7,3,1,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6357,Divorced,"$59,052.00",11-17-2013,230,35,75,63,57,31,7,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
6365,Married,"$30,390.00",02-09-2013,10,12,12,25,1,20,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6374,Married,"$36,930.00",05-17-2013,223,2,31,0,2,39,5,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6376,Single,"$57,537.00",10-06-2013,191,56,139,51,8,100,4,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6379,Widow,"$47,570.00",05-29-2013,67,1,20,0,2,31,2,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6382,Together,"$48,794.00",06-26-2014,25,0,11,3,0,15,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6383,Together,"$32,892.00",05-25-2014,26,0,15,2,1,2,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6384,Divorced,"$71,022.00",11-02-2014,909,12,278,0,12,242,5,,,,,,,,,,,,,,,,,,11,1,0,0,0,0
6387,Together,"$52,190.00",08-05-2014,42,0,17,0,0,18,2,,,,,,,,,,,,,,,,,,3,1,0,0,0,0
6398,Married,"$18,393.00",03-29-2014,7,10,13,16,0,4,3,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6404,Together,"$58,917.00",03-24-2013,151,7,89,0,7,28,4,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
6406,Married,"$78,285.00",10-28-2013,647,107,391,175,67,40,6,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
6409,Divorced,"$57,136.00",05-18-2013,267,140,599,34,12,127,7,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
6417,Together,"$80,573.00",10-14-2012,829,138,430,60,92,15,4,,,,,,,,,,,,,,,,,,13,0,0,0,0,0
6421,Together,"$88,347.00",03-07-2013,1050,178,555,77,138,118,4,,,,,,,,,,,,,,,,,,9,0,0,0,1,0
6422,Married,"$86,718.00",01-17-2013,344,189,482,50,33,172,5,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
6424,Together,"$33,178.00",01-30-2014,12,6,2,11,2,16,1,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6428,Widow,"$76,842.00",03-05-2014,605,10,345,84,54,32,1,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
6431,Married,"$45,759.00",02-23-2013,42,1,18,3,0,4,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6437,Single,"$41,473.00",06-19-2013,21,8,20,15,3,9,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6439,Married,"$61,074.00",08-17-2012,789,0,133,0,28,152,11,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6445,Together,"$66,825.00",07-14-2013,243,101,405,29,40,40,4,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
6457,Divorced,"$64,892.00",05-29-2014,527,24,230,32,24,65,6,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
6460,Married,"$28,718.00",07-13-2013,12,4,6,11,8,16,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6461,Single,"$62,772.00",05-19-2013,581,49,157,43,8,108,5,,,,,,,,,,,,,,,,,,11,0,1,0,0,0
6466,Married,"$57,236.00",12-03-2014,105,0,9,2,1,4,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6471,Single,"$36,230.00",10-17-2013,14,2,30,8,2,3,2,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6488,Married,"$38,829.00",06-04-2014,76,0,7,0,0,16,3,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6497,Married,"$51,651.00",07-11-2012,293,6,23,13,6,92,6,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
6504,Together,"$19,789.00",11-20-2013,2,5,9,28,6,28,2,,,,,,,,,,,,,,,,,,3,1,0,0,0,0
6507,Single,"$30,828.00",04-10-2013,16,11,15,2,0,12,1,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6515,Together,"$39,771.00",06-12-2013,6,2,18,2,8,14,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6516,Married,"$17,487.00",03-18-2013,0,0,1,7,4,6,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6518,Widow,"$67,680.00",11-06-2013,546,0,48,0,6,6,7,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
6521,Together,"$77,972.00",03-18-2014,613,22,319,33,102,12,4,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
6528,Together,"$18,492.00",05-06-2014,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
6534,Together,"$47,889.00",04-01-2014,29,0,29,0,5,4,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6543,Together,"$62,847.00",01-15-2013,521,168,706,80,76,61,3,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
6544,Together,"$67,911.00",05-22-2014,529,0,356,63,28,0,6,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
6565,Married,"$76,995.00",03-28-2013,1012,80,498,0,16,176,11,,,,,,,,,,,,,,,,,,9,0,0,0,1,0
6566,Married,"$72,550.00",08-11-2012,826,50,317,50,38,38,5,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
6568,Married,"$38,680.00",03-28-2013,11,0,36,15,5,12,2,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
6575,Together,"$56,386.00",10-27-2012,230,48,214,13,32,75,9,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
